wam.txt 0 :	0 0 0 
wam.txt 5936 :	0 0 1 
wam.txt 5937 :	0 1 1 
wam.txt 5938 :	0 0 1 
wam.txt 5939 :	0 0 0 
wam.txt 5940 :	0 0 1 
wam.txt 5941 :	0 0 1 
wam.txt 5942 :	0 1 1 
wam.txt 5943 :	0 1 1 
wam.txt 5944 :	0 1 1 
wam.txt 5945 :	0 1 1 
wam.txt 5946 :	0 0 1 
wam.txt 5947 :	0 1 1 
wam.txt 5948 :	0 1 0 
wam.txt 5949 :	0 1 1 
wam.txt 5950 :	0 0 1 
wam.txt 5951 :	0 1 1 
wam.txt 5952 :	0 0 1 
wam.txt 5953 :	0 0 1 
wam.txt 5954 :	0 1 1 
wam.txt 5955 :	0 1 1 
wam.txt 5956 :	0 1 1 
wam.txt 5957 :	0 1 1 
wam.txt 5958 :	0 1 1 
wam.txt 5959 :	0 1 1 
wam.txt 5960 :	0 0 1 
wam.txt 5961 :	0 0 1 
wam.txt 5962 :	0 1 1 
wam.txt 5963 :	0 0 1 
wam.txt 5964 :	0 1 1 
wam.txt 5965 :	0 0 1 
wam.txt 5966 :	0 1 0 
wam.txt 5967 :	0 1 1 
wam.txt 5968 :	0 0 0 
wam.txt 5969 :	0 1 1 
wam.txt 5970 :	0 0 1 
wam.txt 5971 :	0 0 0 
wam.txt 5972 :	0 0 1 
wam.txt 5973 :	0 0 1 
wam.txt 5974 :	0 1 1 
wam.txt 5975 :	0 1 0 
wam.txt 5976 :	0 0 1 
wam.txt 5977 :	1 0 0 
wam.txt 5978 :	0 1 1 
wam.txt 5979 :	0 1 1 
wam.txt 5980 :	0 1 1 
wam.txt 5981 :	0 1 0 
wam.txt 5982 :	0 0 1 
wam.txt 5983 :	0 0 1 
wam.txt 5984 :	0 1 1 
wam.txt 5985 :	1 1 1 
wam.txt 5986 :	0 0 1 
wam.txt 5987 :	0 1 1 
wam.txt 5988 :	0 1 1 
wam.txt 5989 :	0 0 1 
wam.txt 5990 :	0 0 1 
wam.txt 5991 :	0 1 1 
wam.txt 5992 :	0 1 1 
wam.txt 5993 :	0 0 1 
wam.txt 5994 :	0 0 1 
wam.txt 5995 :	0 0 1 
wam.txt 5996 :	0 0 1 
wam.txt 5997 :	0 0 1 
wam.txt 5998 :	0 0 1 
wam.txt 5999 :	0 1 0 
wam.txt 6000 :	0 0 1 
wam.txt 6001 :	0 1 1 
wam.txt 6002 :	0 0 1 
wam.txt 6003 :	0 0 0 
wam.txt 6004 :	1 1 1 
wam.txt 6005 :	0 1 1 
wam.txt 6006 :	0 1 0 
wam.txt 6007 :	0 0 1 
wam.txt 6008 :	0 0 1 
wam.txt 6009 :	0 0 1 
wam.txt 6010 :	0 0 1 
wam.txt 6011 :	0 1 1 
wam.txt 6012 :	1 0 1 
wam.txt 6013 :	0 1 1 
wam.txt 6014 :	0 0 1 
wam.txt 6015 :	0 0 1 
wam.txt 6016 :	0 1 1 
wam.txt 6017 :	0 1 1 
wam.txt 6018 :	0 0 1 
wam.txt 6019 :	0 0 1 
wam.txt 6020 :	0 0 1 
wam.txt 6021 :	0 1 1 
wam.txt 6022 :	0 0 1 
wam.txt 6023 :	0 0 1 
wam.txt 6024 :	0 1 1 
wam.txt 6025 :	1 1 1 
wam.txt 6026 :	0 1 1 
wam.txt 6027 :	0 1 1 
wam.txt 6028 :	0 1 1 
wam.txt 6029 :	0 1 1 
wam.txt 6030 :	0 1 1 
wam.txt 6031 :	0 0 1 
wam.txt 6032 :	0 0 1 
wam.txt 6033 :	0 0 1 
wam.txt 6034 :	0 1 1 
wam.txt 6035 :	0 1 1 
wam.txt 6036 :	0 1 1 
wam.txt 6037 :	1 1 1 
wam.txt 6038 :	1 0 1 
wam.txt 6039 :	0 1 1 
wam.txt 6040 :	0 1 1 
wam.txt 6041 :	1 0 1 
wam.txt 6042 :	0 0 1 
wam.txt 6043 :	0 0 1 
wam.txt 6044 :	0 0 1 
wam.txt 6045 :	0 0 1 
wam.txt 6046 :	0 1 1 
wam.txt 6047 :	0 1 1 
wam.txt 6048 :	0 1 1 
wam.txt 6049 :	0 1 1 
wam.txt 6050 :	0 0 1 
wam.txt 6051 :	0 0 1 
wam.txt 6052 :	0 1 1 
wam.txt 6053 :	0 0 1 
wam.txt 6054 :	0 1 1 
wam.txt 6055 :	0 1 1 
wam.txt 6056 :	0 1 0 
wam.txt 6057 :	0 0 1 
wam.txt 6058 :	0 1 1 
wam.txt 6059 :	0 1 1 
wam.txt 6060 :	0 1 1 
wam.txt 6061 :	0 1 1 
wam.txt 6062 :	0 1 1 
wam.txt 6063 :	0 0 1 
wam.txt 6064 :	0 1 1 
wam.txt 6065 :	1 0 1 
wam.txt 6066 :	1 0 1 
wam.txt 6067 :	0 0 1 
wam.txt 6068 :	0 1 1 
wam.txt 6069 :	1 1 1 
wam.txt 6070 :	0 1 1 
wam.txt 6071 :	0 0 1 
wam.txt 6072 :	0 0 1 
wam.txt 6073 :	0 1 1 
wam.txt 6074 :	0 0 1 
wam.txt 6075 :	0 0 1 
wam.txt 6076 :	0 1 1 
wam.txt 6077 :	0 0 1 
wam.txt 6078 :	0 1 1 
wam.txt 6079 :	0 0 1 
wam.txt 6080 :	0 1 0 
wam.txt 6081 :	0 1 1 
wam.txt 6082 :	0 0 1 
wam.txt 6083 :	0 0 1 
wam.txt 6084 :	0 1 1 
wam.txt 6085 :	0 0 1 
wam.txt 6086 :	0 0 1 
wam.txt 6087 :	0 0 0 
wam.txt 6088 :	0 0 1 
wam.txt 6089 :	0 1 1 
wam.txt 6090 :	0 1 1 
wam.txt 6091 :	0 1 1 
wam.txt 6092 :	0 1 1 
wam.txt 6093 :	0 0 1 
wam.txt 6094 :	0 1 1 
wam.txt 6095 :	0 1 1 
wam.txt 6096 :	0 0 0 
wam.txt 6097 :	0 1 0 
wam.txt 6098 :	0 1 1 
wam.txt 6099 :	1 0 1 
wam.txt 6100 :	0 0 1 
wam.txt 6101 :	0 0 1 
wam.txt 6102 :	0 1 1 
wam.txt 6103 :	0 1 1 
wam.txt 6104 :	0 1 1 
wam.txt 6105 :	1 1 1 
wam.txt 6106 :	0 0 1 
wam.txt 6107 :	0 1 1 
wam.txt 6108 :	0 0 1 
wam.txt 6109 :	0 0 1 
wam.txt 6110 :	0 0 0 
wam.txt 6111 :	0 1 1 
wam.txt 6112 :	0 0 1 
wam.txt 6113 :	0 1 1 
wam.txt 6114 :	0 0 1 
wam.txt 6115 :	0 0 1 
wam.txt 6116 :	0 1 0 
wam.txt 6117 :	0 1 1 
wam.txt 6118 :	0 0 1 
wam.txt 6119 :	0 1 1 
wam.txt 6120 :	0 1 1 
wam.txt 6121 :	0 0 1 
wam.txt 6122 :	0 1 1 
wam.txt 6123 :	0 0 1 
wam.txt 6124 :	0 1 1 
wam.txt 6125 :	0 1 1 
wam.txt 6126 :	0 0 1 
wam.txt 6127 :	0 0 1 
wam.txt 6128 :	0 0 1 
wam.txt 6129 :	0 1 1 
wam.txt 6130 :	1 0 1 
wam.txt 6131 :	1 1 1 
wam.txt 6132 :	0 0 1 
wam.txt 6133 :	0 0 1 
wam.txt 6134 :	0 0 1 
wam.txt 6135 :	1 1 1 
wam.txt 6136 :	0 1 1 
wam.txt 6137 :	0 0 1 
wam.txt 6138 :	0 0 1 
wam.txt 6139 :	0 1 1 
wam.txt 6140 :	0 1 1 
wam.txt 6141 :	0 0 1 
wam.txt 6142 :	0 1 1 
wam.txt 6143 :	0 1 1 
wam.txt 6144 :	0 1 1 
wam.txt 6145 :	0 0 1 
wam.txt 6146 :	0 1 1 
wam.txt 6147 :	0 0 1 
wam.txt 6148 :	0 0 1 
wam.txt 6149 :	0 0 1 
wam.txt 6150 :	0 1 1 
wam.txt 6151 :	0 0 1 
wam.txt 6152 :	1 0 1 
wam.txt 6153 :	0 0 1 
wam.txt 6154 :	0 1 0 
wam.txt 6155 :	0 0 1 
wam.txt 6156 :	0 0 1 
wam.txt 6157 :	0 0 1 
wam.txt 6158 :	0 0 1 
wam.txt 6159 :	0 0 1 
wam.txt 6160 :	0 0 1 
wam.txt 6161 :	0 0 1 
wam.txt 6162 :	1 0 1 
wam.txt 6163 :	0 0 1 
wam.txt 6164 :	0 1 1 
wam.txt 6165 :	0 1 1 
wam.txt 6166 :	0 1 1 
wam.txt 6167 :	0 1 1 
wam.txt 6168 :	1 0 1 
wam.txt 6169 :	0 1 1 
wam.txt 6170 :	0 1 1 
wam.txt 6171 :	0 1 0 
wam.txt 6172 :	1 0 1 
wam.txt 6173 :	0 0 1 
wam.txt 6174 :	0 1 1 
wam.txt 6175 :	0 0 1 
wam.txt 6176 :	0 1 1 
wam.txt 6177 :	0 0 1 
wam.txt 6178 :	0 1 1 
wam.txt 6179 :	0 0 1 
wam.txt 6180 :	0 0 1 
wam.txt 6181 :	0 0 1 
wam.txt 6182 :	0 0 0 
wam.txt 6183 :	0 1 1 
wam.txt 6184 :	0 0 1 
wam.txt 6185 :	0 0 1 
wam.txt 6186 :	0 1 1 
wam.txt 6187 :	0 1 1 
wam.txt 6188 :	0 0 1 
wam.txt 6189 :	0 1 1 
wam.txt 6190 :	0 1 1 
wam.txt 6191 :	0 1 1 
wam.txt 6192 :	0 1 1 
wam.txt 6193 :	0 0 1 
wam.txt 6194 :	0 0 1 
wam.txt 6195 :	0 1 1 
wam.txt 6196 :	0 0 1 
wam.txt 6197 :	0 0 1 
wam.txt 6198 :	0 0 1 
wam.txt 6199 :	0 0 1 
wam.txt 6200 :	0 1 0 
wam.txt 6201 :	1 0 1 
wam.txt 6202 :	0 0 0 
wam.txt 6203 :	0 1 1 
wam.txt 6204 :	0 0 1 
wam.txt 6205 :	0 1 1 
wam.txt 6206 :	0 1 1 
wam.txt 6207 :	1 1 1 
wam.txt 6208 :	0 0 1 
wam.txt 6209 :	0 1 0 
wam.txt 6210 :	0 0 1 
wam.txt 6211 :	0 1 1 
wam.txt 6212 :	0 0 1 
wam.txt 6213 :	0 1 1 
wam.txt 6214 :	0 0 1 
wam.txt 6215 :	0 1 0 
wam.txt 6216 :	0 1 1 
wam.txt 6217 :	0 0 1 
wam.txt 6218 :	0 1 1 
wam.txt 6219 :	0 0 1 
wam.txt 6220 :	0 1 1 
wam.txt 6221 :	0 1 1 
wam.txt 6222 :	0 0 1 
wam.txt 6223 :	0 1 1 
wam.txt 6224 :	0 0 1 
wam.txt 6225 :	0 1 1 
wam.txt 6226 :	0 0 1 
wam.txt 6227 :	0 1 1 
wam.txt 6228 :	0 1 1 
wam.txt 6229 :	0 1 1 
wam.txt 6230 :	0 0 1 
wam.txt 6231 :	0 1 0 
wam.txt 6232 :	0 1 1 
wam.txt 6233 :	0 1 1 
wam.txt 6234 :	0 0 1 
wam.txt 6235 :	0 0 1 
wam.txt 6236 :	0 1 1 
wam.txt 6237 :	0 0 1 
wam.txt 6238 :	0 0 1 
wam.txt 6239 :	0 1 1 
wam.txt 6240 :	0 1 1 
wam.txt 6241 :	0 1 1 
wam.txt 6242 :	0 1 1 
wam.txt 6243 :	0 1 1 
wam.txt 6244 :	0 0 1 
wam.txt 6245 :	0 0 1 
wam.txt 6246 :	0 0 1 
wam.txt 6247 :	0 1 1 
wam.txt 6248 :	0 0 1 
wam.txt 6249 :	0 1 1 
wam.txt 6250 :	0 1 1 
wam.txt 6251 :	0 0 1 
wam.txt 6252 :	0 0 1 
wam.txt 6253 :	1 0 1 
wam.txt 6254 :	0 0 0 
wam.txt 6255 :	0 1 1 
wam.txt 6256 :	0 0 1 
wam.txt 6257 :	0 1 1 
wam.txt 6258 :	0 1 1 
wam.txt 6259 :	0 1 1 
wam.txt 6260 :	1 1 1 
wam.txt 6261 :	0 1 1 
wam.txt 6262 :	1 1 1 
wam.txt 6263 :	0 0 1 
wam.txt 6264 :	0 0 1 
wam.txt 6265 :	0 1 1 
wam.txt 6266 :	0 1 0 
wam.txt 6267 :	1 0 0 
wam.txt 6268 :	0 1 0 
wam.txt 6269 :	0 0 1 
wam.txt 6270 :	0 1 1 
wam.txt 6271 :	0 1 1 
wam.txt 6272 :	0 0 0 
wam.txt 6273 :	0 1 1 
wam.txt 6274 :	0 1 1 
wam.txt 6275 :	0 0 1 
wam.txt 6276 :	0 0 1 
wam.txt 6277 :	1 1 1 
wam.txt 6278 :	0 1 1 
wam.txt 6279 :	0 1 1 
wam.txt 6280 :	0 1 1 
wam.txt 6281 :	0 0 1 
wam.txt 6282 :	0 0 1 
wam.txt 6283 :	0 1 1 
wam.txt 6284 :	0 1 1 
wam.txt 6285 :	0 1 1 
wam.txt 6286 :	0 1 1 
wam.txt 6287 :	0 1 1 
wam.txt 6288 :	1 1 1 
wam.txt 6289 :	0 1 1 
wam.txt 6290 :	1 1 0 
wam.txt 6291 :	0 0 1 
wam.txt 6292 :	0 0 1 
wam.txt 6293 :	0 0 1 
wam.txt 6294 :	1 0 1 
wam.txt 6295 :	0 1 1 
wam.txt 6296 :	0 1 1 
wam.txt 6297 :	0 0 0 
wam.txt 6298 :	0 1 1 
wam.txt 6299 :	0 1 1 
wam.txt 6300 :	0 0 1 
wam.txt 6301 :	0 0 1 
wam.txt 6302 :	0 0 1 
wam.txt 6303 :	0 0 1 
wam.txt 6304 :	0 0 1 
wam.txt 6305 :	0 1 1 
wam.txt 6306 :	0 1 1 
wam.txt 6307 :	0 1 1 
wam.txt 6308 :	1 1 1 
wam.txt 6309 :	0 1 1 
wam.txt 6310 :	0 1 1 
wam.txt 6311 :	0 1 1 
wam.txt 6312 :	0 0 1 
wam.txt 6313 :	0 0 1 
wam.txt 6314 :	1 0 1 
wam.txt 6315 :	0 0 1 
wam.txt 6316 :	0 0 1 
wam.txt 6317 :	0 0 1 
wam.txt 6318 :	1 1 1 
wam.txt 6319 :	0 0 1 
wam.txt 6320 :	0 0 1 
wam.txt 6321 :	0 1 1 
wam.txt 6322 :	0 0 1 
wam.txt 6323 :	0 0 0 
wam.txt 6324 :	0 1 1 
wam.txt 6325 :	0 1 1 
wam.txt 6326 :	0 0 1 
wam.txt 6327 :	0 1 0 
wam.txt 6328 :	1 1 0 
wam.txt 6329 :	0 1 1 
wam.txt 6330 :	0 0 1 
wam.txt 6331 :	1 1 1 
wam.txt 6332 :	0 1 1 
wam.txt 6333 :	0 1 0 
wam.txt 6334 :	0 1 1 
wam.txt 6335 :	0 0 1 
wam.txt 6336 :	0 0 1 
wam.txt 6337 :	0 0 1 
wam.txt 6338 :	0 1 1 
wam.txt 6339 :	0 1 1 
wam.txt 6340 :	0 1 1 
wam.txt 6341 :	0 0 1 
wam.txt 6342 :	0 0 1 
wam.txt 6343 :	0 0 1 
wam.txt 6344 :	1 0 1 
wam.txt 6345 :	0 1 1 
wam.txt 6346 :	0 1 1 
wam.txt 6347 :	0 1 1 
wam.txt 6348 :	0 1 1 
wam.txt 6349 :	0 0 1 
wam.txt 6350 :	0 1 1 
wam.txt 6351 :	1 0 1 
wam.txt 6352 :	0 1 1 
wam.txt 6353 :	0 1 1 
wam.txt 6354 :	0 1 1 
wam.txt 6355 :	0 0 1 
wam.txt 6356 :	0 1 1 
wam.txt 6357 :	0 1 1 
wam.txt 6358 :	0 0 1 
wam.txt 6359 :	0 1 1 
wam.txt 6360 :	0 1 1 
wam.txt 6361 :	0 0 1 
wam.txt 6362 :	0 1 1 
wam.txt 6363 :	0 1 1 
wam.txt 6364 :	0 0 1 
wam.txt 6365 :	0 1 1 
wam.txt 6366 :	0 1 1 
wam.txt 6367 :	0 1 1 
wam.txt 6368 :	0 0 1 
wam.txt 6369 :	0 0 1 
wam.txt 6370 :	0 1 1 
wam.txt 6371 :	0 0 1 
wam.txt 6372 :	0 0 1 
wam.txt 6373 :	0 0 1 
wam.txt 6374 :	0 1 1 
wam.txt 6375 :	0 1 1 
wam.txt 6376 :	0 0 0 
wam.txt 6377 :	0 1 1 
wam.txt 6378 :	0 1 1 
wam.txt 6379 :	1 0 1 
wam.txt 6380 :	0 0 1 
wam.txt 6381 :	0 1 1 
wam.txt 6382 :	0 0 1 
wam.txt 6383 :	0 0 1 
wam.txt 6384 :	1 0 1 
wam.txt 6385 :	0 0 1 
wam.txt 6386 :	0 1 0 
wam.txt 6387 :	0 0 1 
wam.txt 6388 :	0 1 1 
wam.txt 6389 :	0 0 1 
wam.txt 6390 :	0 0 1 
wam.txt 6391 :	0 0 1 
wam.txt 6392 :	1 1 1 
wam.txt 6393 :	0 0 1 
wam.txt 6394 :	1 0 1 
wam.txt 6395 :	0 0 0 
wam.txt 6396 :	0 0 1 
wam.txt 6397 :	0 0 1 
wam.txt 6398 :	0 0 1 
wam.txt 6399 :	0 0 1 
wam.txt 6400 :	0 0 1 
wam.txt 6401 :	0 0 1 
wam.txt 6402 :	0 0 1 
wam.txt 6403 :	0 1 1 
wam.txt 6404 :	0 0 1 
wam.txt 6405 :	0 1 1 
wam.txt 6406 :	0 1 1 
wam.txt 6407 :	0 0 1 
wam.txt 6408 :	0 0 0 
wam.txt 6409 :	0 0 1 
wam.txt 6410 :	0 0 1 
wam.txt 6411 :	0 1 1 
wam.txt 6412 :	1 1 1 
wam.txt 6413 :	0 0 1 
wam.txt 6414 :	0 0 1 
wam.txt 6415 :	0 0 1 
wam.txt 6416 :	0 1 1 
wam.txt 6417 :	0 1 1 
wam.txt 6418 :	0 0 0 
wam.txt 6419 :	0 0 1 
wam.txt 6420 :	0 1 1 
wam.txt 6421 :	0 1 1 
wam.txt 6422 :	0 0 1 
wam.txt 6423 :	0 0 1 
wam.txt 6424 :	0 0 1 
wam.txt 6425 :	0 0 1 
wam.txt 6426 :	0 1 1 
wam.txt 6427 :	0 0 1 
wam.txt 6428 :	0 1 1 
wam.txt 6429 :	0 0 1 
wam.txt 6430 :	0 0 1 
wam.txt 6431 :	0 0 1 
wam.txt 6432 :	0 1 0 
wam.txt 6433 :	0 0 1 
wam.txt 6434 :	0 0 0 
wam.txt 6435 :	0 1 0 
wam.txt 6436 :	0 0 1 
wam.txt 6437 :	0 1 1 
wam.txt 6438 :	0 0 1 
wam.txt 6439 :	0 1 1 
wam.txt 6440 :	0 1 1 
wam.txt 6441 :	0 1 1 
wam.txt 6442 :	0 1 1 
wam.txt 6443 :	0 1 1 
wam.txt 6444 :	0 0 1 
wam.txt 6445 :	0 0 1 
wam.txt 6446 :	0 1 1 
wam.txt 6447 :	1 0 1 
wam.txt 6448 :	0 1 1 
wam.txt 6449 :	0 0 1 
wam.txt 6450 :	0 0 1 
wam.txt 6451 :	0 0 1 
wam.txt 6452 :	0 0 1 
wam.txt 6453 :	0 1 1 
wam.txt 6454 :	0 1 1 
wam.txt 6455 :	0 1 1 
wam.txt 6456 :	0 0 1 
wam.txt 6457 :	0 1 1 
wam.txt 6458 :	0 1 0 
wam.txt 6459 :	1 0 0 
wam.txt 6460 :	0 0 1 
wam.txt 6461 :	0 0 1 
wam.txt 6462 :	1 1 1 
wam.txt 6463 :	0 1 1 
wam.txt 6464 :	0 0 1 
wam.txt 6465 :	0 0 1 
wam.txt 6466 :	0 0 1 
wam.txt 6467 :	0 0 1 
wam.txt 6468 :	0 1 1 
wam.txt 6469 :	0 0 1 
wam.txt 6470 :	0 1 0 
wam.txt 6471 :	0 1 1 
wam.txt 6472 :	0 1 1 
wam.txt 6473 :	0 0 1 
wam.txt 6474 :	1 0 1 
wam.txt 6475 :	0 0 1 
wam.txt 6476 :	0 1 1 
wam.txt 6477 :	1 1 1 
wam.txt 6478 :	0 0 1 
wam.txt 6479 :	0 0 1 
wam.txt 6480 :	0 0 1 
wam.txt 6481 :	0 0 1 
wam.txt 6482 :	0 1 1 
wam.txt 6483 :	0 0 1 
wam.txt 6484 :	1 0 1 
wam.txt 6485 :	0 1 1 
wam.txt 6486 :	1 1 1 
wam.txt 6487 :	0 1 1 
wam.txt 6488 :	0 0 1 
wam.txt 6489 :	0 0 1 
wam.txt 6490 :	0 0 1 
wam.txt 6491 :	0 1 1 
wam.txt 6492 :	0 0 1 
wam.txt 6493 :	0 1 1 
wam.txt 6494 :	0 1 1 
wam.txt 6495 :	1 1 1 
wam.txt 6496 :	0 1 1 
wam.txt 6497 :	0 0 1 
wam.txt 6498 :	0 0 1 
wam.txt 6499 :	0 0 1 
wam.txt 6500 :	0 1 1 
wam.txt 6501 :	0 1 1 
wam.txt 6502 :	1 0 1 
wam.txt 6503 :	0 0 1 
wam.txt 6504 :	0 1 0 
wam.txt 6505 :	1 1 1 
wam.txt 6506 :	1 1 1 
wam.txt 6507 :	0 0 0 
wam.txt 6508 :	0 0 1 
wam.txt 6509 :	0 0 1 
wam.txt 6510 :	0 1 1 
wam.txt 6511 :	0 1 1 
wam.txt 6512 :	0 1 1 
wam.txt 6513 :	0 1 1 
wam.txt 6514 :	1 1 1 
wam.txt 6515 :	0 1 1 
wam.txt 6516 :	0 1 1 
wam.txt 6517 :	0 1 1 
wam.txt 6518 :	0 0 1 
wam.txt 6519 :	0 0 1 
wam.txt 6520 :	0 0 1 
wam.txt 6521 :	0 0 1 
wam.txt 6522 :	0 1 1 
wam.txt 6523 :	0 1 1 
wam.txt 6524 :	0 1 1 
wam.txt 6525 :	0 0 0 
wam.txt 6526 :	0 1 1 
wam.txt 6527 :	0 1 1 
wam.txt 6528 :	0 1 1 
wam.txt 6529 :	0 0 1 
wam.txt 6530 :	1 1 1 
wam.txt 6531 :	0 1 1 
wam.txt 6532 :	0 0 1 
wam.txt 6533 :	0 0 0 
wam.txt 6534 :	0 0 0 
wam.txt 6535 :	0 0 1 
wam.txt 6536 :	0 1 1 
wam.txt 6537 :	0 1 1 
wam.txt 6538 :	0 0 1 
wam.txt 6539 :	0 0 1 
wam.txt 6540 :	0 0 1 
wam.txt 6541 :	1 1 1 
wam.txt 6542 :	0 0 1 
wam.txt 6543 :	0 1 1 
wam.txt 6544 :	0 1 1 
wam.txt 6545 :	0 1 1 
wam.txt 6546 :	0 1 1 
wam.txt 6547 :	0 1 1 
wam.txt 6548 :	1 0 1 
wam.txt 6549 :	0 0 1 
wam.txt 6550 :	0 1 0 
wam.txt 6551 :	0 1 1 
wam.txt 6552 :	0 1 1 
wam.txt 6553 :	0 1 1 
wam.txt 6554 :	0 1 1 
wam.txt 6555 :	0 0 1 
wam.txt 6556 :	0 0 0 
wam.txt 6557 :	0 0 1 
wam.txt 6558 :	0 1 0 
wam.txt 6559 :	0 1 1 
wam.txt 6560 :	0 1 1 
wam.txt 6561 :	0 1 1 
wam.txt 6562 :	0 1 1 
wam.txt 6563 :	0 0 1 
wam.txt 6564 :	0 1 1 
wam.txt 6565 :	0 1 1 
wam.txt 6566 :	0 1 1 
wam.txt 6567 :	0 1 1 
wam.txt 6568 :	0 0 1 
wam.txt 6569 :	0 0 1 
wam.txt 6570 :	0 1 1 
wam.txt 6571 :	0 1 1 
wam.txt 6572 :	1 1 1 
wam.txt 6573 :	0 0 1 
wam.txt 6574 :	0 1 1 
wam.txt 6575 :	0 0 1 
wam.txt 6576 :	0 1 1 
wam.txt 6577 :	0 0 1 
wam.txt 6578 :	0 1 1 
wam.txt 6579 :	0 1 1 
wam.txt 6580 :	0 1 1 
wam.txt 6581 :	0 1 1 
wam.txt 6582 :	0 1 1 
wam.txt 6583 :	0 0 1 
wam.txt 6584 :	0 1 1 
wam.txt 6585 :	0 0 1 
wam.txt 6586 :	0 1 1 
wam.txt 6587 :	0 0 0 
wam.txt 6588 :	0 1 1 
wam.txt 6589 :	0 1 1 
wam.txt 6590 :	0 0 1 
wam.txt 6591 :	0 0 1 
wam.txt 6592 :	0 0 1 
wam.txt 6593 :	1 0 1 
wam.txt 6594 :	0 1 1 
wam.txt 6595 :	0 0 1 
wam.txt 6596 :	0 1 1 
wam.txt 6597 :	0 1 1 
wam.txt 6598 :	0 1 1 
wam.txt 6599 :	0 1 1 
wam.txt 6600 :	1 1 1 
wam.txt 6601 :	0 1 1 
wam.txt 6602 :	0 0 1 
wam.txt 6603 :	0 0 1 
wam.txt 6604 :	0 1 1 
wam.txt 6605 :	0 0 1 
wam.txt 6606 :	0 1 1 
wam.txt 6607 :	0 0 1 
wam.txt 6608 :	0 0 1 
wam.txt 6609 :	0 1 1 
wam.txt 6610 :	0 1 1 
wam.txt 6611 :	0 0 1 
wam.txt 6612 :	0 0 0 
wam.txt 6613 :	0 1 1 
wam.txt 6614 :	0 1 1 
wam.txt 6615 :	0 1 1 
wam.txt 6616 :	0 0 1 
wam.txt 6617 :	1 0 1 
wam.txt 6618 :	0 0 1 
wam.txt 6619 :	0 1 1 
wam.txt 6620 :	1 1 1 
wam.txt 6621 :	0 0 1 
wam.txt 6622 :	1 1 1 
wam.txt 6623 :	0 0 1 
wam.txt 6624 :	0 1 1 
wam.txt 6625 :	0 1 1 
wam.txt 6626 :	1 1 1 
wam.txt 6627 :	0 0 1 
wam.txt 6628 :	1 1 1 
wam.txt 6629 :	0 1 0 
wam.txt 6630 :	0 0 1 
wam.txt 6631 :	1 1 1 
wam.txt 6632 :	1 0 1 
wam.txt 6633 :	0 1 0 
wam.txt 6634 :	0 1 1 
wam.txt 6635 :	0 0 1 
wam.txt 6636 :	0 0 0 
wam.txt 6637 :	0 0 1 
wam.txt 6638 :	0 1 0 
wam.txt 6639 :	0 0 1 
wam.txt 6640 :	0 0 1 
wam.txt 6641 :	0 0 1 
wam.txt 6642 :	0 1 1 
wam.txt 6643 :	0 1 1 
wam.txt 6644 :	0 1 1 
wam.txt 6645 :	0 0 1 
wam.txt 6646 :	1 1 1 
wam.txt 6647 :	0 0 1 
wam.txt 6648 :	1 0 1 
wam.txt 6649 :	0 1 1 
wam.txt 6650 :	0 0 1 
wam.txt 6651 :	0 0 1 
wam.txt 6652 :	0 1 1 
wam.txt 6653 :	0 1 1 
wam.txt 6654 :	0 0 0 
wam.txt 6655 :	0 1 1 
wam.txt 6656 :	1 0 1 
wam.txt 6657 :	0 0 1 
wam.txt 6658 :	0 0 1 
wam.txt 6659 :	0 0 1 
wam.txt 6660 :	0 1 1 
wam.txt 6661 :	0 1 0 
wam.txt 6662 :	0 1 1 
wam.txt 6663 :	1 1 1 
wam.txt 6664 :	0 0 1 
wam.txt 6665 :	1 0 1 
wam.txt 6666 :	0 0 1 
wam.txt 6667 :	0 1 1 
wam.txt 6668 :	0 0 1 
wam.txt 6669 :	1 0 1 
wam.txt 6670 :	0 1 1 
wam.txt 6671 :	0 0 1 
wam.txt 6672 :	0 1 1 
wam.txt 6673 :	0 1 1 
wam.txt 6674 :	0 1 1 
wam.txt 6675 :	0 1 1 
wam.txt 6676 :	1 1 1 
wam.txt 6677 :	0 0 0 
wam.txt 6678 :	0 0 1 
wam.txt 6679 :	1 1 1 
wam.txt 6680 :	0 0 1 
wam.txt 6681 :	0 0 1 
wam.txt 6682 :	0 1 1 
wam.txt 6683 :	0 0 1 
wam.txt 6684 :	0 1 1 
wam.txt 6685 :	0 0 1 
wam.txt 6686 :	0 0 1 
wam.txt 6687 :	0 0 1 
wam.txt 6688 :	0 0 1 
wam.txt 6689 :	0 0 1 
wam.txt 6690 :	0 1 1 
wam.txt 6691 :	0 1 1 
wam.txt 6692 :	0 0 1 
wam.txt 6693 :	0 0 1 
wam.txt 6694 :	0 0 1 
wam.txt 6695 :	0 1 1 
wam.txt 6696 :	0 0 1 
wam.txt 6697 :	0 0 1 
wam.txt 6698 :	0 1 1 
wam.txt 6699 :	0 1 0 
wam.txt 6700 :	0 0 0 
wam.txt 6701 :	0 0 1 
wam.txt 6702 :	0 1 1 
wam.txt 6703 :	0 0 1 
wam.txt 6704 :	0 0 1 
wam.txt 6705 :	0 0 1 
wam.txt 6706 :	0 1 1 
wam.txt 6707 :	0 1 1 
wam.txt 6708 :	0 1 1 
wam.txt 6709 :	0 0 1 
wam.txt 6710 :	1 0 1 
wam.txt 6711 :	0 0 1 
